Coordinates.Image X [Pixel],Coordinates.Image Y [Pixel],coor.X [mm],coor.Y [mm],coor.Z [mm],disp.Horizontal Displacement U [mm],disp.Vertical Displacement V [mm],disp.Out-Of-Plane: W [mm],disp.Displacement Magnitude [mm],stats.Sigma [mm],stats.Epipolar Distance [Pixel],stats.Shape Index [-],SameCamera.Horizontal: u [Pixel],SameCamera.Vertical: v [Pixel],SameCamera.Correlation Value 2D [-],CrossCamera.Horizontal: q [Pixel],CrossCamera.Vertical: r [Pixel],CrossCamera.Correlation Value Persp [-],strain.Strain-global frame: Exx [ ],strain.Strain-global frame: Eyy [ ],strain.Strain-global frame: Exy [ ],strain.Maximum Principal Strain: EI [ ],strain.Minimum Principal Strain: EII [ ],strain.Shear Angle Gamma [deg],strain.Von Mises Equivalent Strain [ ],defgradient.F[0,0] [-],defgradient.F[0,1] [-],defgradient.F[0,2] [-],defgradient.F[1,0] [-],defgradient.F[1,1] [-],defgradient.F[1,2] [-],defgradient.F[2,0] [-],defgradient.F[2,1] [-],defgradient.F[2,2] [-],ext.Current Image [#]
929,1317,1.83268E+000,-9.27457E-001,2.44679E-002,2.16875E+000,-3.11098E-001,1.11189E-001,2.19377E+000,7.60436E-003,4.98812E-001,0,3.29695E+001,-5.35399E+000,9.99663E-001,-1.13122E+001,-4.01853E+001,9.98731E-001,6.08345E-002,-2.53059E-002,4.31439E-004,6.08367E-002,-2.53080E-002,2.86960E-001,6.11222E-002,1.06271E+000,-1.29028E-002,0.00000E+000,1.34656E-002,9.77188E-001,0.00000E+000,-1.22562E-002,-6.81054E-002,1.00000E+000,9
919,1307,1.13378E+000,-1.56529E+000,7.29807E-002,2.13641E+000,-2.99652E-001,1.64498E-001,2.16358E+000,9.75958E-003,5.21884E-001,0,3.23223E+001,-5.28148E+000,9.99518E-001,-1.21046E+001,-4.02212E+001,9.96821E-001,6.23111E-002,-2.50603E-002,1.65198E-004,6.23114E-002,-2.50606E-002,1.08332E-001,6.27076E-002,1.06429E+000,-1.16371E-002,0.00000E+000,1.17143E-002,9.77504E-001,0.00000E+000,-1.12240E-002,-6.89372E-002,1.00000E+000,9
919,1317,1.12725E+000,-9.50027E-001,-2.29961E-002,2.12706E+000,-3.19390E-001,1.19432E-001,2.15422E+000,1.00445E-002,4.94583E-001,0,3.23342E+001,-5.50528E+000,9.99354E-001,-1.23137E+001,-4.05274E+001,9.97009E-001,6.10927E-002,-2.50658E-002,-2.10212E-005,6.10927E-002,-2.50658E-002,-1.39792E-002,6.14196E-002,1.06298E+000,-1.16429E-002,0.00000E+000,1.12839E-002,9.77502E-001,0.00000E+000,-9.96066E-003,-6.89316E-002,1.00000E+000,9
919,1327,1.13612E+000,-3.22799E-001,-5.86524E-002,2.11881E+000,-3.39231E-001,6.86452E-002,2.14689E+000,8.77007E-003,5.31351E-001,0,3.23770E+001,-5.70980E+000,9.99621E-001,-1.21479E+001,-4.07448E+001,9.97769E-001,5.98558E-002,-2.50791E-002,-2.23186E-004,5.98564E-002,-2.50797E-002,-1.50556E-001,6.01176E-002,1.06165E+000,-1.16779E-002,0.00000E+000,1.08481E-002,9.77491E-001,0.00000E+000,-8.68123E-003,-6.88978E-002,1.00000E+000,9
929,1307,1.83523E+000,-1.54525E+000,1.02322E-001,2.17848E+000,-2.90615E-001,1.58022E-001,2.20345E+000,7.37365E-003,5.36690E-001,0,3.29576E+001,-5.13034E+000,9.99732E-001,-1.12060E+001,-3.98756E+001,9.98926E-001,6.20775E-002,-2.53019E-002,5.30299E-004,6.20807E-002,-2.53051E-002,3.47707E-001,6.24329E-002,1.06406E+000,-1.28877E-002,0.00000E+000,1.37345E-002,9.77191E-001,0.00000E+000,-1.38221E-002,-6.81230E-002,1.00000E+000,9
929,1327,1.83635E+000,-3.02384E-001,-2.74624E-002,2.15898E+000,-3.28368E-001,6.14376E-002,2.18467E+000,6.43500E-003,4.71557E-001,0,3.29871E+001,-5.52795E+000,9.99751E-001,-1.12636E+001,-4.04326E+001,9.99156E-001,5.95833E-002,-2.53115E-002,3.26063E-004,5.95845E-002,-2.53128E-002,2.20057E-001,5.98086E-002,1.06137E+000,-1.29310E-002,0.00000E+000,1.31958E-002,9.77182E-001,0.00000E+000,-1.06848E-002,-6.80725E-002,1.00000E+000,9
939,1307,2.53056E+000,-1.52814E+000,9.50875E-002,2.21948E+000,-2.80409E-001,1.40394E-001,2.24152E+000,8.29093E-003,5.34704E-001,0,3.36148E+001,-4.93667E+000,9.99758E-001,-1.04799E+001,-3.95066E+001,9.98872E-001,6.18114E-002,-2.50574E-002,8.61670E-004,6.18199E-002,-2.50659E-002,5.68254E-001,6.21871E-002,1.06379E+000,-1.42052E-002,0.00000E+000,1.57159E-002,9.77333E-001,0.00000E+000,-1.59011E-002,-6.70447E-002,1.00000E+000,9
939,1317,2.52820E+000,-9.10399E-001,2.38130E-002,2.20913E+000,-3.00886E-001,9.67179E-002,2.23163E+000,8.28697E-003,4.62314E-001,0,3.36075E+001,-5.16174E+000,9.99684E-001,-1.05683E+001,-3.98467E+001,9.98414E-001,6.06582E-002,-2.50615E-002,7.69822E-004,6.06651E-002,-2.50684E-002,5.14501E-001,6.09689E-002,1.06253E+000,-1.42209E-002,0.00000E+000,1.54461E-002,9.77330E-001,0.00000E+000,-1.40765E-002,-6.70218E-002,1.00000E+000,9
939,1327,2.53332E+000,-2.80488E-001,-2.03407E-002,2.19916E+000,-3.16588E-001,4.79461E-002,2.22235E+000,5.62127E-003,4.96538E-001,0,3.36188E+001,-5.31264E+000,9.99731E-001,-1.04803E+001,-4.00036E+001,9.99018E-001,5.94907E-002,-2.50673E-002,6.70663E-004,5.94960E-002,-2.50726E-002,4.54398E-001,5.97405E-002,1.06127E+000,-1.42507E-002,0.00000E+000,1.51740E-002,9.77324E-001,0.00000E+000,-1.22366E-002,-6.69786E-002,1.00000E+000,9
919,1337,1.15211E+000,3.11300E-001,-6.55411E-002,2.11275E+000,-3.53724E-001,2.35541E-002,2.14229E+000,6.47915E-003,5.00907E-001,0,3.24309E+001,-5.84099E+000,9.99590E-001,-1.18060E+001,-4.09533E+001,9.98835E-001,5.86154E-002,-2.50951E-002,-4.30200E-004,5.86176E-002,-2.50974E-002,-2.94440E-001,5.88190E-002,1.06033E+000,-1.17229E-002,0.00000E+000,1.04121E-002,9.77476E-001,0.00000E+000,-7.40150E-003,-6.88544E-002,1.00000E+000,9
